Table S1. Sample information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ID,original_sample_description,APC (cfu/g),Post-Enrichment APC (CFU/mL),ESBL Count (CFU/mL),MAC (CFU/mL),CTX-M ARG (WGS-confirmed),NDM ARG (WGS-confirmed),SHV ARG (WGS-confirmed),TEM ARG (WGS-confirmed),gDNA (ng/uL),CTX-M_qPCR _normalized_25ng,CTX-M_qPCR_normalized_CT_value,CTX-M_qPCR_non-normalized,CTX-M_qPCR_non-normalized_CT_value,NDM_qPCR,NDM_qPCR_CT_value,sample_collected_by,sample_collected_by_laboratory_name,sample_collection_project_name ,sample_plan_name,sample_plan_ID,sample_collector_contact_name,sample_collector_contact_email,purpose_of_sampling,specimen_processing,geo_loc_name (country),geo_loc_name (state/province/region),sample_collection_date,sample_collection_date_precision,sample_received date,environmental_site,available_data_types,available_data_types_details,food_product,food_product_properties,sample_storage_method,food_packaging,food_quality_date,Preparation Instructions,RTE eat?,Collection date (YYYY-MM-DD),16S-SEQID,16S comments
CFIA-AMR-2023-0113,Frozen Mango,0,,590000,500000,,,,,78.07,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2135,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],8/21/2023,day [UO:0000033],8/21/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/13/2024,Thaw before serving + do not refreeze,RTE,3/20/2023,2024-16S-0238,
CFIA-AMR-2023-0114,Frozen coconut-shredded,76000,,5800000,4100000,"CTX-M-15, blaCTX-M-78",,blaSHV-100,blaTEM-1B,149.48,TRUE_POS,20.53,TRUE_POS,17.15,POS,26.19,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2136,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",10/28/2024,Thaw before serving + do not refreeze,RTE,10/23/2023,2024-16S-0284,
CFIA-AMR-2023-0115,Frozen coconut-shredded,12000,,9000000,2800000,CTX-M-15,,blaSHV-27,,76.13,TRUE_POS,20.96,TRUE_POS,19.05,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2137,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",6/24/2024,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,9/25/2023,2024-16S-0220,
CFIA-AMR-2023-0116,Frozen coconut-shredded,0,,2,2,,,,,53.13,POS,31.90,POS,29.95,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2138,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw before serving + do not refreeze,RTE,4/20/2023,2024-16S-0222,
CFIA-AMR-2023-0117,Frozen coconut-shredded,380,,2300000,1300000,CTX-M-15,NDM-1,blaSHV-148,,56.98,TRUE_POS,20.25,TRUE_POS,17.89,TRUE_POS,26.17,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2139,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",10/11/2021,Refrigerate for 3-6 hours + do not refreeze,RTE,8/21/2023,2024-16S-0234,
CFIA-AMR-2023-0118,Frozen coconut-shredded,6100,,1800000,1900000,,,,,164.36,POS,24.05,POS,20.53,POS,28.61,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2140,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/12/2025,Cook or microwave before consumption,Cook,10/23/2023,2024-16S-0393,
CFIA-AMR-2023-0119,Frozen coconut-shredded,0,,16000,4000,CTX-M-15,,blaSHV-148,,149.13,TRUE_POS,36.43,TRUE_POS,32.28,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2141,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0251,
CFIA-AMR-2023-0120,Frozen coconut-shredded,0,,580,380,,,,,159.11,NEG,ND,POS,32.18,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2142,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0396,
CFIA-AMR-2023-0121,Frozen coconut-shredded,6130000,,11700000,5600000,CTX-M-15,NDM-5,blaSHV-89,blaTEM-1B,167.45,TRUE_POS,20.55,TRUE_POS,16.28,TRUE_POS_Colony screen,26.61,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2143,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/12/2025,none,RTE,10/23/2023,2024-16S-0408,
CFIA-AMR-2023-0122,Frozen Avocado,1,,4,0,,,,,163.31,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2144,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/8/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,6/15/2023,2024-16S-0415,
CFIA-AMR-2023-0123,Frozen Avocado,0,,ND,1460,,,,,91.42,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2145,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/14/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0205,
CFIA-AMR-2023-0124,Frozen Avocado,0,,135000,157000,,,,,7.12,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2146,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/7/2023,day [UO:0000033],9/7/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",1/31/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0199,
CFIA-AMR-2023-0125,Frozen Avocado,0,,129000,ND,,,,,0.53,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2147,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/7/2023,day [UO:0000033],9/7/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/11/2025,Thaw before serving + do not refreeze,RTE,4/20/2023,2024-16S-0187,Removed from 16S analysis - due to low read retention after removal of non bacterial 16s read.
CFIA-AMR-2023-0126,Frozen Avocado,1,,115000,ND,,,,,4.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2148,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/12/2023,day [UO:0000033],9/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/4/2025,Thaw before serving + do not refreeze,RTE,5/29/2023,2024-16S-0198,
CFIA-AMR-2023-0127,Frozen Avocado,0,,104,140,,,,,151.23,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2149,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/25/2023,day [UO:0000033],9/25/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",6/23/2025,Thaw before serving + do not refreeze,RTE,4/20/2023,2024-16S-0258,
CFIA-AMR-2023-0128,Frozen Avocado,0,,128,8,,,,,56.28,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2150,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/25/2023,day [UO:0000033],9/25/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",9/29/2024,Thaw before serving + do not refreeze,RTE,4/20/2023,2024-16S-0214,
CFIA-AMR-2023-0129,Frozen coconut-shredded,0,,100,670000,,,,,124.29,POS,33.30,POS,30.71,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2151,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw before serving + do not refreeze,RTE,5/23/2023,2024-16S-0259,
CFIA-AMR-2023-0130,Frozen coconut-shredded,10,,1110000,1100000,,,,,158.95,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2152,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/29/2023,day [UO:0000033],9/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Refrigerate overnight and run under cold water to thaw,RTE,6/5/2023,2024-16S-0399,
CFIA-AMR-2023-0131,Frozen coconut-shredded,10,,7100,12400,,,,,144.46,NEG,ND,POS,35.39,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2153,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/12/2023,day [UO:0000033],10/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw in a dish containing water or in the open for a few minutes,RTE,6/5/2023,2024-16S-0257,
CFIA-AMR-2023-0132,Frozen coconut-shredded,130,,40000,12100,,,,,153.28,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2154,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/12/2023,day [UO:0000033],10/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],none,RTE,9/29/2023,2024-16S-0248,
CFIA-AMR-2023-0133,Frozen coconut-shredded,0,,0,0,,,,,127.04,POS,18.08,POS,32.20,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2155,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],10/12/2023,day [UO:0000033],10/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw before serving + do not refreeze,RTE,4/20/2023,2024-16S-0286,
CFIA-AMR-2023-0134,Frozen Peaches,139,,0,0,,,,,162.60,POS,33.16,POS,30.17,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2156,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/8/2023,day [UO:0000033],9/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/21/2025,none,RTE,9/29/2023,2024-16S-0405,Removed from 16S analysis - due to low read retention after removal of non bacterial 16s read.
CFIA-AMR-2023-0135,Frozen Peaches,63,,ND,ND,,,,,165.73,POS,25.67,POS,21.54,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2157,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],7/4/2023,day [UO:0000033],7/4/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/26/2024,none,RTE,6/15/2023,2024-16S-0413,
CFIA-AMR-2023-0136,Frozen Peaches,558,,ND,ND,,,,,155.30,POS,23.78,POS,19.89,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2158,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],8/21/2023,day [UO:0000033],8/21/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/6/2025,Refrigerate for 3-6 hours + do not refreeze,RTE,8/21/2023,2024-16S-0411,
CFIA-AMR-2023-0137,Frozen Peaches,127,,ND,ND,,,,,154.54,POS,22.78,POS,18.35,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2159,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],8/21/2023,day [UO:0000033],8/21/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/26/2024,Thaw before serving + do not refreeze,RTE,9/25/2023,2024-16S-0398,
CFIA-AMR-2023-0138,Frozen Peaches,101,,3060,0,,,,,163.86,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2160,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],9/12/2023,day [UO:0000033],9/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/11/2025,Thaw before serving + do not refreeze,RTE,9/12/2023,2024-16S-0412,
